ＪＡＮコード,分類コード,商品名,標準小売価格,発売日,仕入入数,仕入個口,賞味期間,賞味期間（月）,ピース重量,ケース正面縦,ケース正面横,ケース奥行,ケース重量,原材料,アレルゲン,栄養成分,エネルギー,たんぱく質,脂質,炭水化物,ナトリウム,添加物等,本部データの登録,サイズ(ピース)正面縦,サイズ(ピース)正面横,サイズ(ピース)奥行,ケースサイズ確認
4.90165E+12,133,＄扇雀飴　プニフワ幸せにくきゅうグミピーチ味４０ｇ,100,20140127,6,12,２７０日,9,0,0,0,0,0,水飴、砂糖、ゼラチン、ピーチ濃縮果汁、粉末オブラート(大豆を含む)、ソルビトール、酸味料、光沢剤、香料、着色料(パープルキャロット)、乳化剤,大豆、もも、ゼラチン,40ｇ当たり,128,2.3,0.2,30.7,2,,無,0,0,0,?
4.90165E+12,134,扇雀飴　ソフトクリームキャンデー　７０ｇ,200,20180827,6,8,３６０日,12,74,318,308,355,4705,水飴、砂糖、クリーム（乳成分を含む）、食塩／香料、酸味料、乳化剤、着色料（カラメル）,乳,１製品（６７ｇ）当たり,270,0.1,2.4,62.1,0,香料、酸味料、乳化剤、着色料（カラメル）,無,220,155,20,
4.90165E+12,134,＄扇雀飴　ゼリーイン幸せにくきゅうグミさくらんぼ味,100,20150126,6,12,２７０日,9,43,320,346,200,3794,,,,0,0,0,0,0,,無,110,150,15,
4.90165E+12,134,＄扇雀飴　贅沢なグミ山形のさくらんぼ４０ｇ,100,20150323,6,12,２７０日,9,43,380,290,290,4009,水飴、砂糖、還元水飴、ゼラチン、さくらんぼ濃縮果汁、粉末オブラート（大豆を含む）、コラーゲンペプチド、酸味料、乳酸カルシウム、ゲル化剤（ペクチン）、香料、光沢剤、着色料、乳化剤,ゼラチン、大豆,表示単位（当り）,126,1.9,0.1,31,14,酸味料、乳酸カルシウム、ゲル化剤、香料、,無,135,90,28,
4.90165E+12,134,＄扇雀飴　贅沢なグミ愛媛の甘夏４０ｇ,100,20150323,6,12,２７０日,9,43,380,290,290,4009,水飴、砂糖、還元水飴、ゼラチン、さくらんぼ濃縮果汁、粉末オブラート（大豆を含む）、コラーゲンペプチド、酸味料、乳酸カルシウム、ゲル化剤（ペクチン）、香料、光沢剤、着色料、乳化剤,ゼラチン、大豆,表示単位（当り）,126,1.9,0.1,31,14,酸味料、乳酸カルシウム、ゲル化剤、香料、,無,135,90,28,
4.90165E+12,134,＄扇雀飴　贅沢なグミ高知の柚子４０ｇ,100,20150921,6,12,２７０日,9,43,380,290,290,4009,水飴、砂糖、還元水飴、ゼラチン、ゆず果汁（高知県産）、粉末オブラート（大豆を含む）、コラーゲンペプチド、酸味料、乳酸カルシウム、香料、ゲル化剤（ペクチン）、光沢剤、着色料（紅花黄）、乳化剤,大豆、ゼラチン,100ｇあたり,126,1.9,0.1,31,14,酸味料、乳酸カルシウム、香料、他,無,135,90,28,
4.90165E+12,134,＄扇雀飴　贅沢なグミ山形のラ・フランス４０ｇ,100,20150921,6,12,２７０日,9,43,380,290,290,4009,水飴、砂糖、還元水飴、ゼラチン、ラ・フランス（山形県産）、粉末オブラート（大豆を含む）、コラーゲンペプチド、酸味料、乳酸カルシウム、ゲル化剤（ペクチン）、香料、光沢剤、乳化剤,大豆、ゼラチン,100ｇあたり,126,1.9,0.2,31,14,酸味料、乳酸カルシウム、ゲル化剤、他,無,135,90,28,
4.90165E+12,134,＄扇雀飴　贅沢なグミ石垣島のパイナップル４０ｇ,100,20160328,6,12,２７０日,9,43,380,290,290,4009,水飴、砂糖、還元水飴、ゼラチン、パイナップル果汁（石垣島産）、粉末オブラート（大豆を含む）、コラーゲンペプチド、酸味料、乳酸カルシウム、香料、ゲル化剤（ペクチン）、光沢剤、着色料（紅花黄）、乳化剤,大豆、ゼラチン,1製品（４０ｇ）,126,1.9,0.1,31,12,酸味料、乳酸カルシウム、香料、他,無,135,90,28,
4.90165E+12,134,＄扇雀飴ちっちゃな幸せにくきゅうグミ　８０ｇ,190,20160321,6,12,２７０日,9,83,380,276,360,6963,［グレープ味］水飴、砂糖、ゼラチン、グレープ濃縮果汁、粉末オブラート(大豆を含む)、ソルビトール、酸味料、香料、光沢剤、増粘剤（アラビアガム）、着色料（アントシアニン・クチナシ）、乳化剤 ［オレンジ味］水飴、砂糖、ゼラチン、オレンジ濃縮果汁、粉末オブラート(大豆を含む)、ソルビトール、酸味料、香料、光沢剤、着色料（アントシアニン・カロチノイド）、増粘剤（アラビアガム）、乳化剤,オレンジ、大豆、ゼラチン,1製品（80ｇ）,256,5.9,0.3,60.2,6,ソルビトール、酸味料、香料、他,無,170,120,20,
4.90165E+12,134,＄扇雀飴　贅沢なグミ山梨のピオーネ４４ｇ,120,20160926,6,12,２７０日,9,47,380,290,290,4297,水飴、砂糖、還元水飴、ゼラチン、ピオーネ濃縮果汁（山梨県産）、粉末オブラート（大豆を含む）、コラーゲンペプチド、酸味料、香料、乳酸カルシウム、ゲル化剤（ペクチン）、光沢剤、着色料(アントシアニン)、乳化剤,大豆、ゼラチン,1袋品(44ｇ),140,2.1,0.1,34.1,18,酸味料、香料、乳酸カルシウム等,無,135,90,28,
4.90165E+12,134,扇雀飴　贅沢なグミ　高知の柚子４４ｇ,120,20160926,6,12,２７０日,9,47,380,290,290,4297,水飴、砂糖、還元水飴、ゼラチン、ゆず果汁（高知県産）、粉末オブラート（大豆を含む）、コラーゲンペプチド、酸味料、乳酸カルシウム、香料、ゲル化剤（ペクチン）、光沢剤、着色料(紅花黄)、乳化剤,,1袋品(44ｇ),139,2.1,0.1,34,11,酸味料、乳酸カルシウム、香料等,無,135,90,28,
4.90165E+12,134,扇雀飴　ぷにっとハロウィン幸せにくきゅうグミ８０ｇ,190,20160905,6,12,９ヶ月,9,83,380,276,360,6963,［グレープ味］水飴、砂糖、ゼラチン、グレープ濃縮果汁、粉末オブラート(大豆を含む)、ソルビトール、酸味料、香料、光沢剤、増粘剤（アラビアガム）、着色料（アントシアニン・クチナシ）、乳化剤 ［オレンジ味］水飴、砂糖、ゼラチン、オレンジ濃縮果汁、粉末オブラート(大豆を含む)、ソルビトール、酸味料、香料、光沢剤、着色料（アントシアニン・カロチノイド）、増粘剤（アラビアガム）、乳化剤,オレンジ、大豆、ゼラチン,1袋当たり,256,5.9,0.3,60.2,6,ソルビトール、酸味料、香料、光沢剤等,無,170,120,20,
4.90165E+12,134,＄扇雀飴　琥珀糖グミ　４０ｇ,150,20170206,6,12,２７０日,9,43,335,340,290,4028,[巨峰味]砂糖、ゼラチン、粉末オブラート（大豆を含む）、国産巨峰濃縮果汁、寒天、グリセリン、酸味料、香料、光沢剤、着色料（アントシアニン・クチナシ）、乳化剤 [白桃味]砂糖、ゼラチン、粉末オブラート（大豆を含む）、国産白桃濃縮果汁、寒天、グリセリン、酸味料、香料、光沢剤、着色料（アントシアニン）、乳化剤,大豆、もも、ゼラチン,1製品（40g）,133,1.8,0.2,31.8,2,グリセリン、酸味料、香料、光沢剤等,無,135,105,21,
4.90165E+12,134,扇雀飴　贅沢なグミ　愛媛の甘夏４４ｇ,120,20170320,6,12,２７０日,9,47,356,305,290,4275,水飴、砂糖、還元水飴、ゼラチン、甘夏濃縮果汁（愛媛県産）、粉末オブラート（大豆を含む）、コラーゲンペプチド、酸味料、乳酸カルシウム、香料、ゲル化剤（ペクチン）、光沢剤、着色料（紅花黄）、乳化剤,大豆、ゼラチン,1袋品（44g）,138,2.1,0.1,33.8,18,酸味料、乳酸カルシウム、香料、ゲル化剤等,無,135,95,26,
4.90165E+12,134,＄扇雀飴　贅沢なグミ山形のさくらんぼ４４ｇ,120,20170320,6,12,２７０日,9,47,356,305,290,4275,水飴、砂糖、還元水飴、ゼラチン、さくらんぼ果汁（山形県産）、粉末オブラート（大豆を含む）、コラーゲンペプチド、酸味料、乳酸カルシウム、香料、ゲル化剤（ペクチン）、光沢剤、乳化剤、着色料（パープルキャロット）,大豆、ゼラチン,1袋品（44g),139,2.1,0.1,33.8,18,酸味料、乳酸カルシウム、香料、ゲル化剤等,無,135,95,26,
4.90165E+12,134,＄扇雀飴　プニフワ幸せにくきゅうグミグレープ味５７ｇ,150,20170327,6,12,２７０日,9,60,383,335,310,5337,水飴、砂糖、ゼラチン、グレープ濃縮 果汁、粉末オブラート(大豆を含む)、ソルビトール、酸味料、香料、光沢剤、着色料(アントシアニン・クチナシ)、乳化剤,大豆、ゼラチン,1製品（57g）,183,3.2,0.2,43.8,3,ソルビトール、酸味料、香料等,無,145,105,21,
4.90165E+12,134,＄扇雀飴　プニフワ幸せにくきゅうグミ　ピーチ味５７ｇ,150,20170327,6,12,２７０日,9,60,383,335,310,5337,水飴、砂糖、ゼラチン、ピーチ濃縮果汁、粉末オブラート(大豆を含む)、ソルビトール、酸味料、香料、光沢剤、着色料(パープルキャロット)、乳化剤,大豆、もも、ゼラチン,1製品（57g）,183,3.2,0.2,43.8,3,ソルビトール、酸味料、香料、光沢剤、着色,無,145,105,21,
4.90165E+12,134,＄扇雀飴　安納芋グラッセグミ４２ｇ,150,20171002,6,12,２７０日,9,45,335,340,290,4172,砂糖、安納芋ペースト、食物繊維（ポリデキストロース）、ゼラチン、粉末オブラート（大豆を含む）、グリセリン、香料、酸味料、光沢剤、着色料（カラメル・カロチノイド）、乳化剤,大豆、ゼラチン,１製品（４２ｇ）,138,2,0.1,0,4,グリセリン、香料、酸味料、光沢剤等,無,135,105,21,
4.90165E+12,134,＄扇雀飴　トマトチェリーグミ３０ｇ,0,20180129,6,8,２７０日,9,33,291,220,320,3026,水飴、砂糖、還元水飴、ゼラチン、チェリー果汁、粉末オブラート(大豆を含む)、トマト濃縮果汁、コラーゲンペプチド/ 酸味料、乳酸カルシウム、ゲル化剤(ペクチン)、香料、光沢剤、着色料(パープルキャロット、アカダイコン、トマト、カロチン)、乳化剤、ビタミンC,大豆、ゼラチン,１製品（３０ｇ）当たり,94,1.4,0.1,23.2,11.8, 酸味料、乳酸カルシウム、ゲル化剤(ペク,無,145,100,15,
4.90165E+12,134,＄扇雀飴　プニフワ幸せにくきゅうグミ　ピーチ味,100,20171218,6,12,２７０日,9,33,346,200,320,3074,水飴、砂糖、ゼラチン、ピーチ濃縮果汁、粉末オブラート(大豆を含む)／ソルビトール、酸味料、香料、光沢剤、着色料(パープルキャロット)、乳化剤,大豆、もも、ゼラチン,１製品（30ｇ）,96,1.7,0.1,23.1,2,ソルビトール、酸味料、香料、光沢剤、着色,無,150,110,15,
4.90165E+12,134,＄扇雀飴　プニフワ幸せにくきゅうグミ　コーラ味,100,20180312,6,12,２７０日,9,33,346,180,320,3012,水飴、砂糖、ゼラチン、粉末オブラート（大豆を含む）／ソルビトール、酸味料、乳酸カルシウム、光沢剤、香料、着色料（カラメル）、乳化剤,大豆、ゼラチン,１製品（３０ｇ）,95,1.7,0.1,23,2.36,ソルビトール、酸味料、乳酸カルシウム、光,無,150,110,15,
4.90165E+12,134,＄扇雀飴　プニフワ幸せにくきゅうグミ　ソーダ味３０ｇ,100,20180312,6,8,２７０日,9,33,346,180,320,3012,水飴、砂糖、ゼラチン、粉末オブラート（大豆を含む）／ソルビトール、酸味料、乳酸カルシウム、香料、光沢剤、乳化剤、着色料（クチナシ）,大豆、ゼラチン,１製品（30g）,95,1.7,0.1,23,2.36,ソルビトール、酸味料、乳酸カルシウム、香,無,150,110,15,
4.90165E+12,134,＄扇雀飴　ゼリーｉｎ幸せにくきゅうグミはちみつレモン,100,20180917,6,12,２７０日,9,33,346,180,320,3012,水飴、砂糖、ゼラチン、レモン濃縮果汁、はちみつ、粉末オブラート（大豆を含む）／ソルビトール、酸味料、香料、ゲル化剤（ペクチン）、光沢剤、着色料（紅花黄、カロチノイド）、乳化剤,大豆、ゼラチン,１製品（３０ｇ）,93,1.4,0.1,23.3,0,ソルビトール、酸味料、香料、ゲル化剤（ペ,無,150,110,15,
4.90165E+12,134,＄扇雀飴　ふわふわ幸せにくきゅうグミいちごミルク味,100,20180917,6,12,２７０日,9,33,346,180,320,3012,水飴、砂糖、ゼラチン、いちご濃縮果汁、粉末オブラート（大豆を含む）／ソルビトール、香料、酸味料、光沢剤、着色料（アントシアニン）、乳化剤,大豆、ゼラチン,１製品（３０ｇ）,95,1.7,0.1,23,0,ソルビトール、香料、酸味料、光沢剤、着色,無,150,110,15,
4.90165E+12,134,扇雀飴　しろくまの幸せにくきゅうグミホワイトソーダ,100,20190401,6,12,２７０日,9,35,291,220,320,3170,水飴（国内製造）、砂糖、ゼラチン、植物油脂、粉末オブラート（大豆を含む）／ソルビトール、酸味料、香料、ゲル化剤（ペクチン）、光沢剤、乳化剤、着色料（クチナシ）,大豆、ゼラチン,１製品（３２ｇ）,102,1.5,0.3,24.9,0,,無,150,100,15,
4.90165E+12,134,＄扇雀飴　かけるグミ　２０ｇ,0,20190923,10,12,２７０日,9,23,306,220,300,3410,［ピンク色］水飴(国内製造)、砂糖、粉末オブラート(大豆を含む)/ソルビトール、ゲル化剤(ペクチン)、酸味料、香料、着色料（アントシアニン）、乳化剤［黄色］水飴(国内製造)、砂糖、粉末オブラート(大豆を含む)/ソルビトール、ゲル化剤(ペクチン)、酸味料、香料、着色料（カロチノイド）、乳化剤［水色］水飴(国内製造)、砂糖、粉末オブラート(大豆を含む)/ソルビトール、ゲル化剤(ペクチン)、酸味料、香料、着色料（クチナシ、紅麹）、乳化剤,大豆,1製品（20ｇ）,65,0,0,17,0.04,［ピンク色］ソルビトール、ゲル化剤(ペク,無,140,100,10,
4.90165E+12,134,扇雀飴　贅沢なグミ山形のさくらんぼ　３４ｇ,100,20200323,6,12,２７０日,9,37,291,220,320,3314,水飴（国内製造）、砂糖、還元水飴、ゼラチン、さくらんぼ果汁、粉末オブラート(大豆を含む)、コラーゲンペプチド／酸味料、香料、乳酸カルシウム、ゲル化剤（ペクチン）、光沢剤、乳化剤、着色料(パープルキャロット),大豆、ゼラチン,１製品（３２ｇ）,106,1.6,0.1,26.3,0.04,酸味料、香料、乳酸カルシウム等,無,145,100,15,
4.90165E+12,134,扇雀飴　贅沢なグミ熊本のすいか　３４ｇ,100,20200323,6,12,２７０日,9,37,291,220,320,3314,水飴（国内製造）、砂糖、還元水飴、ゼラチン、すいか濃縮果汁、粉末オブラート(大豆を含む)、コラーゲンペプチド／酸味料、香料、乳酸カルシウム、ゲル化剤（ペクチン）、光沢剤、着色料（アントシアニン）、乳化剤,大豆、ゼラチン,１製品（３４ｇ）,107,1.6,0.3,26.3,0.03,酸味料、香料、乳酸カルシウム等,無,145,100,15,
4.90165E+12,134,扇雀飴　ちっちゃな幸せにくきゅうグミ　８０ｇ,190,20200316,6,12,２７０日,9,83,395,276,360,7021,［グレープ味］水飴(国内製造)、砂糖、ゼラチン、グレープ濃縮果汁、粉末オブラート(大豆を含む)/ソルビトール、酸味料、香料、光沢剤、増粘剤（アラビアガム）、着色料（アントシアニン、クチナシ）、乳化剤 ［アップル味］水飴(国内製造)、砂糖、ゼラチン、粉末オブラート(大豆を含む)、アップル濃縮果汁/ソルビトール、酸味料、香料、光沢剤、増粘剤（アラビアガム）、着色料（カロチノイド）、乳化剤,大豆、りんご、ゼラチン,１製品（８０ｇ）,256,5.8,0.5,59.7,0.04,酸味料、香料、光沢剤等,無,170,125,20,
4.90165E+12,134,扇雀飴　贅沢なグミ　愛媛のせとか３４ｇ,100,20200928,6,12,２７０日,9,37,291,220,320,3314,水飴（国内製造）、砂糖、還元水飴、ゼラチン、せとか果汁、粉末オブラート（大豆を含む）、コラーゲンペプチド/酸味料、香料（オレンジ由来）乳酸カルシウム、ゲル化剤（ペクチン）、光沢剤、着色料（カロチノイド）乳化剤,オレンジ、大豆、ゼラチン,１製品（３４ｇ）当たり,108,1.6,0.2,26.3,0.03,酸味料、香料（オレンジ由来）乳酸カルシウ,無,145,100,15,
